StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/23/17 16:05,7/23/17 16:22,100,990,TRUE,7/23/17 16:22,R_2rqLGrt7E5rq8yq,36.55969238,-87.40969849,anonymous,EN,Yes,Yes,No,No,No,No,No,A39J5RLVDTM6SM,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,5,1 chance in 10,1 chance in 100,1 chance in 100,32,Female,Received a masters degree,"$20-$40,000",A college course in statistics,&nbsp;,&nbsp;,Yes,Yes,No,No,&nbsp;,&nbsp;,Very Liberal,American Independent,NA,NA,49616,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Advanced degree,"$20,000 to $40,000"
7/23/17 17:26,7/23/17 17:38,100,722,TRUE,7/23/17 17:38,R_2dSKC34KfJFaZ4s,34.8914032,-85.12069702,anonymous,EN,Yes,Yes,No,No,No,No,No,A35ARURSRU6UAZ,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 10 that he is guilty,About 1 chance in 10 million that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,About 99 chances in 100 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 100,1 chance in 100,1 chance in 10,31,Female,Graduated from community college,"$40-$60,000","High school courses,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,Republican,NA,NA,10678,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/23/17 21:45,7/23/17 21:56,100,675,TRUE,7/23/17 21:56,R_0wexC8QurhUL6r7,38.11650085,-122.2090988,anonymous,EN,Yes,Yes,No,No,No,No,No,A3PRZRK9IC5CBI,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,Not Guilty,Impossible that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 1 million,1 chance in 10 million,42,Male,Graduated from high school/ Received GED,"$20-$40,000",High school courses,Extremely Confident,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Republican,NA,NA,79548,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(34,44]",High school graduate,"$20,000 to $40,000"
7/24/17 5:36,7/24/17 5:48,100,682,TRUE,7/24/17 5:48,R_29n3j5r6T4saqTv,42.20080566,-88.04299927,anonymous,EN,Yes,Yes,No,No,No,No,No,A1F991VPHVNIVC,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 10,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 100,"1 chance in 10,000","1 chance in 1,000",40,Male,Graduated from a four year college or university,"$60-$80,000","High school courses,A college course in statistics",Moderately Confident,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,40554,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$40,000 to $100,000"
7/24/17 9:31,7/24/17 9:41,100,588,TRUE,7/24/17 9:41,R_3PjfLoqr0PhQqrE,30.334198,-81.58229828,anonymous,EN,Yes,Yes,No,No,No,No,No,A1ADWMNRNAHNZ2,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 9,999,999 chances in 10 million that he is guilty",Certain to be guilty,Impossible that he is guilty,Guilty,Certain to be guilty,Certain to be guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 10 million,1 chance in 100,1 chance in 10 million,50,Female,Graduated from high school/ Received GED,"$60-$80,000",High school courses,&nbsp;,&nbsp;,Yes,Yes,Yes,Yes,&nbsp;,&nbsp;,Very Conservative,Republican,NA,NA,24433,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(44,54]",High school graduate,"$40,000 to $100,000"
7/24/17 11:57,7/24/17 12:21,100,1477,TRUE,7/24/17 12:21,R_7Uj7jGqJ4iyotpL,33.14639282,-97.09020233,anonymous,EN,Yes,Yes,No,No,No,No,No,ARLGZWN6W91WD,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 10 million that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,"About 999 chances in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 100,"1 chance in 10,000",1 chance in 10,29,Female,Graduated from a four year college or university,"$60-$80,000","High school courses,A college course in statistics",Moderately Confident,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,&nbsp;,Republican,NA,NA,37901,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/24/17 15:55,7/24/17 16:19,100,1434,TRUE,7/24/17 16:19,R_2TC8TSUlpe00uvr,32.97219849,-96.73760223,anonymous,EN,Yes,Yes,No,No,No,No,No,A3FGT6EU39C6S4,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 100,000 that he is guilty","About 1 chance in 100,000 that he is guilty",About 1 chance in 100 that he is guilty,6,1 chance in 100,1 chance in 10,1 chance in 100,43,Male,Graduated from a four year college or university,"$60-$80,000",A college course in statistics,Moderately Confident,&nbsp;,Yes,No,Yes,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,Republican,NA,NA,54068,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 14:45,7/20/17 14:55,100,601,TRUE,7/20/17 14:55,R_2D7G4gXw5OD1vUl,37.8249054,-87.53340149,anonymous,EN,Yes,Yes,No,No,No,No,No,A1EUBMQ86K32XE,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,5,"1 chance in 10,000","1 chance in 10,000","1 chance in 10,000",55,Female,Some college courses,"$60-$80,000",A college course in logic or inference,Moderately Confident,NA,Yes,No,NA,Yes,NA,Somewhat knowledgeable,Moderate,Democrat,NA,NA,29894,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the possibility of a laboratory error,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(54,64]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 14:43,7/20/17 14:57,100,839,TRUE,7/20/17 14:57,R_pSnQCmhQi0r4ZON,28.6078949,-81.30549622,anonymous,EN,Yes,Yes,No,No,No,No,No,A1GZOEMTN2KYDA,No,00:30:00,00:15:00,30 minutes,Guilty,One chance in 2 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 10 that he is guilty,Guilty,About 99 chances in 100 that he is guilty,About 99 chances in 100 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,1 chance in 10 million,25,Female,Graduated from a four year college or university,"Less than $20,000","A college course in statistics,A college course in logic or inference,A college course in calculus",Moderately Confident,NA,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,Moderate,None,NA,NA,83282,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"Under $20,000"
7/20/17 14:52,7/20/17 15:00,100,432,TRUE,7/20/17 15:00,R_9vG8MhvAvl02wbn,43.08459473,-87.88800049,anonymous,EN,Yes,Yes,No,No,No,No,No,A2AAY4VT9L71SY,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,"1 chance in 100,000",1 chance in 10,31,Male,Graduated from high school/ Received GED,"$20-$40,000",High school courses,Extremely Confident,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,&nbsp;,None,NA,NA,68607,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",High school graduate,"$20,000 to $40,000"
7/20/17 14:49,7/20/17 15:03,100,883,TRUE,7/20/17 15:03,R_3rOqbKmUKngBFFA,36.63549805,-88.28299713,anonymous,EN,Yes,Yes,No,No,No,No,No,A22KRF782ELLB0,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 1,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,About 1 chance in 1 million that he is guilty,6,1 chance in 1 million,1 chance in 10 million,"1 chance in 1,000",35,Male,Graduated from a four year college or university,"Less than $20,000","High school courses,A college course in statistics,A college course in calculus,A college course in higher mathematics (above calculus)",Moderately Confident,Moderately Confident,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,34186,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"Under $20,000"
7/20/17 15:03,7/20/17 15:09,100,385,TRUE,7/20/17 15:09,R_PtBIJyHGAFWwNRT,28.61849976,-81.43360138,anonymous,EN,Yes,Yes,No,No,No,No,No,A1M1TSMJB12177,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 100 that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 100 that he is guilty,6,1 chance in 1 million,1 chance in 10 million,"1 chance in 10,000",59,Male,Graduated from a four year college or university,"Less than $20,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,59235,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(54,64]",Bachelor's degree,"Under $20,000"
7/20/17 15:00,7/20/17 15:12,100,729,TRUE,7/20/17 15:12,R_3kcZ0waAhwtfVHn,44.96640015,-93.12290192,anonymous,EN,Yes,Yes,No,No,No,No,No,AKX5RHHO8BIUX,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 100 that he is guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,Impossible that he is guilty,6,"1 chance in 100,000","1 chance in 100,000","1 chance in 10,000",56,Male,Graduated from a four year college or university,"$60-$80,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,Moderate,None,NA,NA,93305,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(54,64]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 15:10,7/20/17 15:25,100,915,TRUE,7/20/17 15:25,R_cFUlpZ3CVXw8wWB,42.59080505,-71.80549622,anonymous,EN,Yes,Yes,No,No,No,No,No,A2MQ6VUSKCQ9FH,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,One chance in 2 that he is guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 9,999 chances in 10,000 that he is guilty",About 1 chance in 1 million that he is guilty,6,1 chance in 1 million,"1 chance in 100,000","1 chance in 10,000",34,Male,Graduated from a four year college or university,"$40-$60,000",A college course in statistics,Moderately Confident,Moderately Confident,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,78037,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 15:14,7/20/17 15:30,100,942,TRUE,7/20/17 15:30,R_1IXGRoygKua2qgi,38.61070251,-90.3187027,anonymous,EN,Yes,Yes,No,No,No,No,No,A3GZYWA9S6J0K9,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,"About 99,999 chances in 100,000 that he is guilty","About 1 chance in 100,000 that he is guilty",Guilty,"About 99,999 chances in 100,000 that he is guilty",Certain to be guilty,About 9 chances in 10 that he is guilty,"
	I understood completely
	7
","1 chance in 100,000",1 chance in 1 million,"1 chance in 100,000",44,Female,Some college courses,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Very Liberal,Other (which one?),Socialist,NA,78610,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 14:55,7/20/17 15:37,100,2538,TRUE,7/20/17 15:37,R_6AaZP0c94j3iV6V,41.57679749,-74.48709869,anonymous,EN,Yes,Yes,No,No,No,No,No,A147F5PJTHOB8A,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,"About 9,999,999 chances in 10 million that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 10 million that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 1 million,"1 chance in 10,000",40,Male,Technical or vocational training,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,29590,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 15:32,7/20/17 15:40,100,519,TRUE,7/20/17 15:40,R_33kBMDX2OioSFli,42.36459351,-71.10279846,anonymous,EN,Yes,Yes,No,No,No,No,No,A13VIJ7G997ZCY,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,"About 1 chance in 10,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,6,1 chance in 1 million,"1 chance in 10,000","1 chance in 1,000",33,Female,Graduated from a four year college or university,"Less than $20,000","High school courses,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Very Liberal,Democrat,NA,NA,11630,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"Under $20,000"
7/20/17 15:38,7/20/17 15:48,100,603,TRUE,7/20/17 15:48,R_z2WMwBap1XqIuWJ,34.1190033,-84.4477005,anonymous,EN,Yes,Yes,No,No,No,No,No,A3G3G7SCD88G1J,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
","1 chance in 10,000",1 chance in 100,1 chance in 100,35,Female,Graduated from a four year college or university,"$40-$60,000",A college course in statistics,Moderately Confident,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,Very Liberal,Democrat,NA,NA,97456,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 15:42,7/20/17 15:52,100,595,TRUE,7/20/17 15:52,R_3paUlzzRvawc4HB,41.29930115,-96.16660309,anonymous,EN,Yes,Yes,No,No,No,No,No,A3B7TNVOISSZ2O,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
","1 chance in 100,000","1 chance in 10,000","1 chance in 10,000",38,Male,Received a masters degree,"$60-$80,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus,A college course in higher mathematics (above calculus)",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,Very Conservative,Republican,NA,NA,90407,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Advanced degree,"$40,000 to $100,000"
7/20/17 15:20,7/20/17 15:55,100,2096,TRUE,7/20/17 15:55,R_3D2cuBq4HIFOTqx,37.33880615,-121.8914032,anonymous,EN,Yes,Yes,No,No,No,No,No,A35BY30TC8WCL4,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 100 that he is guilty,About 1 chance in 10 million that he is guilty,6,1 chance in 1 million,"1 chance in 1,000",1 chance in 100,28,Male,Some college courses,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,Extremely knowledgeable,NA,Moderate,None,NA,NA,36115,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 15:45,7/20/17 16:00,100,855,TRUE,7/20/17 16:00,R_2ToxHfMNSd3RkxW,42.97419739,-78.84809875,anonymous,EN,Yes,Yes,No,No,No,No,No,AMVGN8T83V5OT,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
","1 chance in 100,000","1 chance in 100,000","1 chance in 100,000",37,Male,Some college courses,"$40-$60,000",High school courses,Extremely Confident,Extremely Confident,Yes,No,No,Yes,Extremely knowledgeable,&nbsp;,Very Conservative,Republican,NA,NA,92881,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 14:43,7/20/17 16:14,100,5489,TRUE,7/20/17 16:14,R_3HN3zADmGTZDfXK,36.33999634,-79.62879944,anonymous,EN,Yes,Yes,No,No,No,No,No,A38DXFI1TZA295,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 1,000 that he is guilty",Guilty,About 9 chances in 10 that he is guilty,About 99 chances in 100 that he is guilty,About 1 chance in 10 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,1 chance in 10 million,53,Male,Graduated from community college,"Less than $20,000","High school courses,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,Moderate,Libertarian,NA,NA,85634,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(44,54]",Some college or associate degree,"Under $20,000"
7/20/17 16:05,7/20/17 16:18,100,779,TRUE,7/20/17 16:18,R_3nP001oyOWm5zm8,41.43519592,-81.81079865,anonymous,EN,Yes,Yes,No,No,No,No,No,AYD2LKV6C5F2S,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 10 million that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 10 million that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 100,1 chance in 100,31,Female,Technical or vocational training,"$40-$60,000",High school courses,&nbsp;,Extremely Confident,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,None,NA,NA,41576,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
